 Company  Names!!,Car_Name @,Tipo de motor  ,CC / Batt.Capacidad , Horse Power(HP)! ,velocidad max kmh ,0_100 km/h  (seg) ,Precio $$ coche,TipoCombustible  ,  Num Asientos ,Par motor (Nm)??
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996cc,500hp,315km/h,3.4 sec,"$222,000 ",Petrol,2,450 Nm
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194cc,515hp,296km/h,3.1 sec,"$750,000 ",Petrol,1,480 Nm
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981cc,379hp,293km/h,4.4 sec,??,Petrol,4,450 Nm
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745cc,572hp,318km/h,3.0 sec,"$191,300 ",Petrol,4,750 Nm
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981cc,473hp,240 KMH,3.5 sec,"$233,000 ",Petrol,4,570 Nm
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199cc,86hp,170km/h,13 sec,"$8,200 ",Petrol,,113 Nm
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24kWh,74hp,120km/h,5.7 sec,"$11,000 ",Electric,5,114 Nm
Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,1199cc/1497cc,86 hp,170km/h,12 sec,"$10,400 ",Petrol/Diesel,5,113-200 Nm
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,desconocido,86hp,170km/h,12.5 sec,"$11,300 ",Petrol,,113 Nm
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199cc,110hp,180km/h,10 sec,"$12,000 ",Petrol,5,140 Nm
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199cc,86hp,165km/h,12 sec,"$11,800 ",Cng/Petrol,5,113 Nm
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199cc,86hp,170km/h,13.5 sec,,Petrol,5,113 Nm
Tata Motors,Nano GenX,624cc MPFI,624cc,37hp,105km/h,29 sec,"$4,000 ",Petrol,4,51 Nm
Tata Motors,Indica eV2,1.4L CR4 Diesel,1396 cc,70hp,155km/h,16 sec,"$6,200 ",Diesel,5,140 Nm
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193cc,65hp,140km/h,16 sec,"$5,000 ",Petrol,5,100 Nm
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199cc,86hp,170km/h,13 sec,"$9,400 ",Petrol,5,113 Nm
Tata Motors,Tigor EV,Permanent Magnet Synchronous,26kWh,74hp,120km/h,5.7 sec,"$14,500 ",Electric,5,114Nm
Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,12481199 cm3,75hp/90hp,165km/h,15 sec,"$8,700 ",Diesel/Petrol,5,190 Nm / 140 Nm
Tata Motors,Indigo eCS,1.4L CR4 Diesel,1396cc,70-hp,155km/h,16.5 sec,"$6,500 ",Diesel,5,140 Nm
Cadillac,Escalade,6.2L V8 Gasoline,6200cc,420hp,210km/h,6.8 sec,??,Petrol,7,624 Nm
Tata Motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,1396cc,70hp/85hp,150km/h,17 sec,"$8,300 ",Diesel/Petrol,5,135 Nm / 115 Nm
Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,,75hp/90hp,160km/h,14 sec,"$9,000 ",Diesel/Petrol,5,200 Nm / 115 Nm
Tata Motors,Indigo LX,1.4L CR4 Diesel,1396cc,70hp,150km/h,17 sec,"$7,000 ",Diesel,5,140 Nm
Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396cc,N/A,160km/h,15 sec,"$7,200 ",Petrol,5,115 Nm
Cadillac,Escalade ESV,6.2L V8 Gasoline,6200cc,420HP,205km/h,6.9 sec,"$82,295 ",Petrol,siete,624 Nm
Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,1199cc/1497cc,118hp/110hp,180km/h,10 sec,"$14,000 ",Petrol/Diesel,5,170-260 Nm
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,40.5kWh,143hp,140km/h,9 sec,25.000€,Electric,5,250 Nm
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956cc,168hp,180km/h,11 sec,"$23,000 ",Diesel,5,350 Nm
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956cc,168hp,180km/h,11 sec,"$25,500 ",Diesel,7,350 Nm
Tata Motors,Punch,1.2L Revotron Petrol,1199cc,86hp,160km/h,16 sec,"$10,500 ",Petrol,5,113 Nm
Tata Motors,Hexa,2.2L Varicor Diesel,2179cc,N/A,180km/h,12 sec,"$20,000 ",Diesel,7,400 nm
Tata Motors,Aria,2.2L Dicor Diesel,2179cc,138hp,162km/h,13 sec,"$19,000 ",Diesel,7,320 Nm
Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956cc,85hp,125km/h,17.6 sec,15.000€,Diesel,7,250 Nm
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179cc,118hp,N/A,15 sec,,Diesel,7,250 Nm
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,30.2kWh,129hp,120km/h,9.4 sec,"$22,000 ",Electric,5,245 Nm
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24kWh,74hp,120km/h,5.7 sec,11.000€,Electric,5,114 Nm
Tesla,Model S,Dual Electric Motors,100kWh,670hp,250km/h,3.1 sec,"$88,490 ",Electric,5,967 N·m
Tesla,Model S Plaid,Tri Electric Motors,100kWh,"1,020hp",322km/h,2.1 sec,"$108,490 ",Electric,5,1400
Tesla,Model 3,Single Electric Motor (RWD),"6,0 cc",283hp,225km/h,5.8 sec,"$40,240 ",ELECTRIC,5,420 Nm
Tesla,Model 3 Performance,Dual Electric Motors (AWD),82kWh,450hp,261 KMH,3.1 sec,"$53,240 ",Electric,5,660 Nm
Tesla,Model X,Dual Electric Motors (AWD),100kWh,670hp,250km/h,3.8 sec,,Electric,7,967 Nm
Tesla,Model X Plaid,Tri Electric Motors,100CC,"1,020hp",262km/h,2.6 sec,"$113,490 ",Electric,6,"1,400 Nm"
Tesla,Model Y,Single Electric Motor (RWD),75kWh,346hp,217km/h,5.0 sec,,Electric,5,498 Nm
Tesla,Model Y Long Range,Dual Electric Motors (AWD),82kWh,384hp,217km/h,4.8 sec,??,Electric,5,559 Nm
Tesla,Cybertruck,Tri Electric Motors,200kWh,800hp,209km/h,2.9 sec,69.900€,Electric,6,"1,355 Nm"
Tesla,Roadster 2,Quad Electric Motors,200kWh,1288 hp,402km/h,1.9 sec,"$200,000 ",Electric,4,"10,000 Nm"
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600cc,285hp,180km/h,6.8 sec,"$35,195 ",Petrol,4,353 nm
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000cc,270hp,180km/h,7.1 sec,"$42,100 ",Petrol,4,400 Nm
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600cc,293-hp,209km/h,7.0 sec,"$41,530 ",Petrol,cinco,352 Nm
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600cc,293hp,209km/h,7.2 sec,"$43,530 ",PETROL,7,352 Nm
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400cc,180hp,195km/h,8.5 sec,"$37,695 ",Petrol,5,230 Nm
Jeep,Compass,2.0L Turbo Gasoline,2000cc,200hp,200km/h,7.8 sec,"$31,590 ",Petrol,5,320 Nm
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300cc,177hp,200km/h,8.7 sec,"$28,345 ",Petrol,5,285 Nm
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600cc,285hp,177km/h,8.1 sec,,Petrol,5,353 Nm
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700cc,392hp,190km/h,7.4 sec,"$63,595 ",PETROL,8,548 Nm
Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400cc,471hp,190km/h,6.0 sec,"$91,495 ",Petrol,8,617 Nm
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,17.3kWh,375hp,210km/h,6.0 sec,"$59,865 ",HYBRID,5,637 Nm
Jeep,Wrangler 4xe,2.0L Turbo PHEV,17.3kWh,375hp,180km/h,6.4 sec,"$50,695 ",Hybrid,5,637 Nm
Jeep,Compass 4xe,1.3L Turbo PHEV,11.4kWh,240hp,200km/h,7.3 sec,"$46,500 ",Hybrid,5,270 Nm
Jeep,Renegade 4xe,1.3L Turbo PHEV,11.4kWh,240-hp,,7.5 sec,"$44,500 ",Hybrid,5,270 Nm
Mazda,2,1.5L 4-Cylinder,"1,500cc",108hp,180km/h,10.2 sec,"$17,000-$20,000",Petrol,5,142 Nm
Jeep,Wagoneer S (Electric),Dual Electric Motors,100CC,600hp,177km/h,4.5 sec,"$80,000 ",Electric,5,850 Nm
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600 cc,285 hp,177km/h,8.6 sec,"$51,570 ",Petrol,5,353
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700cc,,190km/h,7.3 sec,"$66,575 ",Petrol,cinco,529Nm
Jeep,Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200cc,271hp,195km/h,7.6 sec,"$41,295 ",Petrol,5,324 Nm
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400cc,470HP,160km/h,4.5 sec,"$82,495 ",Petrol,4,637 N·m
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000cc,235-hp,220km/h,7.6 sec,"$37,490 ",Petrol,5,350 Nm
Cadillac,XT5,3.6L V6 Gasoline,3600cc,310hp,210km/h,6.5 sec,"$44,195 ",Petrol,5,366 Nm
Cadillac,XT6,3.6L V6 Gasoline,3600cc,310 hp,210km/h,6.9 sec,"$48,595 ",Petrol,7,366 Nm
Cadillac,Lyriq EV,Single Electric Motor,"10,0 cc",340hp,190km/h,5.7 sec,"$58,590 ",Electric,5,440 Nm
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200cc,682hp,200 KMH,4.4 sec,"$149,990 ",Petrol,7,885 Nm
Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200cc,420hp,210km/h,6.8 sec,"$104,595 ",Petrol,7,624 Nm
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200cc,668hp,320km/h,3.4 sec,,Petrol,5,893 Nm
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600cc,472hp,290km/h,3.9 sec,60.495€,Petrol,5,603 Nm
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000cc,235hp,220km/h,7.4 sec,"$41,390 ",Petrol,cinco,350 Nm
Cadillac,XT5 Sport,3.6L V6 Gasoline,3600cc,310hp,210km/h,6.5 sec,"$51,095 ",Petrol,5,366 Nm
Cadillac,XT6 Sport,3.6L V6 Gasoline,3600cc,310hp,210km/h,6.9 sec,,Petrol,7,366 Nm
Cadillac,Lyriq Launch Edition,Single Electric Motor,100kWh,340hp,190km/h,5.7 sec,"$59,990 ",Electric,5,440 Nm
Cadillac,Lyriq EV Premium,Dual Electric Motors,100kWh,500 hp,210 Km/h,4.5 sec,"$64,990 ",Electric,5,620 Nm
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000cc,237hp,240km/h,6.8 sec,"$41,290 ",Petrol,5,350 Nm
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400cc,98hp,180km/h,10.7 sec,"$14,595 ",Petrol,5,127 Nm
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400cc,138hp,190km/h,8.5 sec,"$16,720 ",Petrol,5,200 Nm
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500cc,,210km/h,8.0 sec,"$25,000 ",Petrol,5,250 Nm
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000cc,275hp,240km/h,5.4 sec,"$26,400 ",Petrol,4,400 Nm
Chevrolet,Corvette,6.2L V8 Gasoline,6200cc,495hp,312km/h,3.0 sec,"$65,895 ",Petrol,2,637 Nm
Chevrolet,Traverse,3.6L V6 Gasoline,3600cc,310hp,210km/h,7.0 sec,"$35,915 ",Petrol,7,360 Nm
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500cc,170hp,200km/h,8.9 sec,"$26,600 ",Petrol,5,275 Nm
Chevrolet,Blazer,3.6L V6 Gasoline,3600cc,N/A,220km/h,6.6 sec,"$44,000 ",Petrol,5,366 Nm
Chevrolet,Tahoe,5.3L V8 Gasoline,5300cc,355hp,200km/h,7.5 sec,"$56,995 ",Petrol,7,519 Nm
Chevrolet,Suburban,5.3L V8 Gasoline,5300CC,355hp,190km/h,7.6 sec,"$59,900 ",Petrol,8,519 Nm
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700cc,310hp,190km/h,6.8 sec,"$30,695 ",Petrol,5,583 Nm
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300cc,355hp,180km/h,7.0 sec,42.795€,Petrol,6,519 Nm
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,desconocido,401hp,170km/h,8.0 sec,"$41,500 ",Petrol,6,629 Nm
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600cc,445hp,160km/h,8.5 sec,"$45,500 ",Diesel,6,1234 Nm
Chevrolet,Bolt EV,Single Electric Motor,66 cm3,200-hp,150km/h,6.5 sec,"$27,495 ",Electric,5,360 nm
Chevrolet,Bolt EUV,Single Electric Motor,66kWh,,150 kmh,7.0 sec,??,Electric,5,360 Nm
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300cc,155hp,200km/h,9.4 sec,"$23,100 ",Petrol,5,236 Nm
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000cc,250hp,240km/h,5.8 sec,"$33,500 ",Petrol,5,353 Nm
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200cc,650hp,318km/h,3.5 sec,"$67,300 ",Petrol,4,881 Nm
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200cc,495hp,312km/h,3.0 sec,"$65,895 ",Petrol,2,637 Nm
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300cc,,180km/h,7.0 sec,"$61,595 ",Petrol,6,519Nm
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300cc,355hp,N/A,7.0 sec,"$55,895 ",Petrol,6,519 Nm
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300cc,355hp,N/A,7.1 sec,??,PETROL,6,519 Nm
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800cc,181hp,160km/h,9.1 sec,"$48,295 ",Diesel,5,500 Nm
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600cc,310hp,210km/h,7.0 sec,,Petrol,,360 Nm
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500cc,170hp,200km/h,8.8 sec,"$33,400 ",Petrol,5,275 Nm
Chevrolet,Blazer RS,3.6L V6 Gasoline,3600cc,308-hp,220km/h,6.6 sec,"$48,900 ",Petrol,5,366 Nm
Chevrolet,Bolt EV 2LT,Single Electric Motor,66kWh,200hp,150km/h,6.7 sec,??,Electric,5,360 Nm
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200cc,455hp,290km/h,4.3 sec,"$43,500 ",Petrol,4,617 Nm
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200cc,460hp,290km/h,3.9 sec,,Petrol,2,630 Nm
Chevrolet,Traverse RS,3.6L V6 Gasoline,,310hp,210km/h,7.0 sec,"$43,700 ",Petrol,7,360 Nm
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600cc,308hp,220km/h,6.6 sec,"$45,000 ",Petrol,,366 Nm
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500cc,160hp,210km/h,8.5 sec,"$25,800 ",Petrol,5,250 Nm
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400cc,98hp,180km/h,11.0 sec,"$17,595 ",Petrol,5,127 Nm
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200cc,137hp,200km/h,9.2 sec,??,Petrol,5,220 Nm
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500cc,,N/A,8.9 sec,,Petrol,5,275 Nm
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,"660,0 cc",445hp,160km/h,8.5 sec,"$75,700 ",Diesel,6,1234 Nm
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700cc,310hp,190km/h,6.9 sec,"$29,200 ",Petrol,5,583 Nm
Chevrolet,Suburban High Country,6.2L V8 Gasoline,desconocido,420hp,200km/h,7.0 sec,82.400€,Petrol,8,624 Nm
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300cc,285-hp,180km/h,8.5 sec,"$33,900 ",Petrol,6,413 Nm
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,"140,0 cc",N/A,N/A,10.9 sec,"$14,395 ",Petrol,5,127 Nm
Chevrolet,Traverse LT,3.6L V6 Gasoline,"360,0 cc",310hp,210km/h,7.1 sec,"$37,200 ",Petrol,7,360 Nm
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500cc,193hp,200km/h,9.0 sec,"$36,100 ",Petrol,5,255 Nm
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000cc,250hp,240 Km/h,5.8 sec,,PETROL,5,353 Nm
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,,170hp,200km/h,8.8 sec,??,petrol,5,275 Nm
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300cc,285hp,180km/h,8.6 sec,"$34,900 ",Petrol,6,413 Nm
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600cc,445hp,160km/h,8.4 sec,"$56,400 ",Diesel,6,1234 Nm
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300cc,355hp,180km/h,7.4 sec,64.100€,Petrol,7,519 Nm
Chevrolet,Suburban LT,5.3L V8 Gasoline,5300cc,355hp,180km/h,5.1 sec,,Petrol,8,519 Nm
Chevrolet,Bolt EV Premier,Single Electric Motor,66kWh,200hp,150km/h,6.5 sec,"$31,700 ",Electric,5,360 Nm
Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300cc,355hp,180km/h,7.5 sec,"$56,995 ",Petrol,8,519 Nm
Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300cc,N/A,180km/h,7.4 sec,"$62,495 ",Petrol,8,519 Nm
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300cc,N/A,,7.4 sec,"$64,100 ",Petrol,7,519 Nm
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300cc,N/A,180km/h,7.6 sec,,Petrol,7,519 Nm
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200cc,N/A,200km/h,6.8 sec,"$71,600 ",Petrol,7,624 Nm
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200cc,420hp,200 Km/h,6.7 sec,"$76,700 ",Petrol,7,624 Nm
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300cc,355hp,180km/h,7.5 sec,??,Petrol,8,519 Nm
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200cc,420hp,200,6.8 sec,"$70,000 ",Petrol,7,624 Nm
Gmc,Terrain,1.5L Turbo 4-cylinder,1500cc,175hp,190km/h,9.5 sec,"$29,900 ",Petrol,5,275 N·m
Gmc,Acadia,2.0L Turbo 4-cylinder,,228hp,200km/h,7.8 sec,"$36,800 ",Petrol,7,350 Nm
Gmc,Yukon,5.3L V8 Gasoline,5300CC,355hp,180 kmh,7.4 sec,"$57,400 ",Petrol,8,519 Nm
Gmc,Yukon XL,6.2L V8 Gasoline,6200CC,420hp,N/A,6.9 sec,??,Petrol,8,624 Nm
Gmc,Canyon,2.7L Turbo 4-cylinder,2700cc,310hp,190km/h,7.6 sec,36.900€,Petrol,5,
Gmc,Sierra 1500,5.3L V8 Gasoline,5300cc,355hp,180km/h,7.3 sec,"$37,100 ",Petrol,6,
Gmc,Sierra 2500HD,6.6L V8 Diesel,6600cc,401-hp,175km/h,7.5 sec,"$43,900 ",Diesel,6,629 Nm
Gmc,Sierra 3500HD,6.6L V8 Diesel,6600cc,445hp,175km/h,7.4 sec,"$49,000 ",Diesel,6,1234 Nm
Gmc,Hummer EV Pickup,Dual-Motor Electric,212kWh,625hp,170km/h,3.0 sec,"$108,700 ",Electric,5,1000+ Nm
Gmc,Hummer EV SUV,Dual-Motor Electric,212kWh,625hp,170km/h,3.5 sec,"$105,600 ",Electric,5,1000+ Nm
Gmc,Yukon Denali,6.2L V8 Gasoline,6200cc,420hp,200km/h,6.8 sec,"$72,800 ",Petrol,8,624 Nm
Gmc,Sierra Denali,6.2L V8 Gasoline,6200cc,420hp,190 Km/h,6.7 sec,"$66,800 ",Petrol,6,624 Nm
Gmc,Terrain AT4,1.5L Turbo 4-cylinder,1500cc,175hp,190km/h,9.6 sec,"$36,500 ",Petrol,5,275 Nm
Gmc,Acadia AT4,3.6L V6 Gasoline,3600cc,310hp,210km/h,7.6 sec,"$41,400 ",Petrol,6,366 N·m
Gmc,Sierra 1500 AT4,5.3L V8 Gasoline,5300cc,355hp,180km/h,7.4 sec,"$53,800 ",Petrol,6,519 Nm
Gmc,Sierra 2500HD Denali,6.6L V8 Diesel,6600cc,401hp,175km/h,7.5 sec,"$72,200 ",Diesel,6,1234 Nm
Gmc,Sierra Elevation,2.7L Turbo 4-cylinder,2700cc,310hp,190km/h,7.6 sec,"$45,000 ",Petrol,5,583 Nm
Gmc,Canyon AT4,2.7L Turbo 4-cylinder,2700 cc,310hp,190 KMH,7.5 sec,"$43,900 ",Petrol,5,583 Nm
Gmc,Canyon Denali,2.7L Turbo 4-cylinder,"270,0 cc",310hp,190 kmh,7.5 sec,"$48,000 ",Petrol,5,583 Nm
Gmc,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200cc,420hp,200km/h,6.7 sec,"$93,800 ",Petrol,8,624 Nm
Gmc,Terrain Denali,1.5L Turbo 4-cylinder,1500cc,175hp,190km/h,9.5 sec,,Petrol,5,275 Nm
Gmc,Acadia Denali,3.6L V6 engine,"3,564cc",310hp,210km/h,6.5 sec,"$54,300 ",Petrol,7,366
Gmc,Yukon AT4,5.3L V8 engine,"5,327cc",355hp,210km/h,7.1 sec,"$71,505 ",Petrol,8,519 Nm
Gmc,Yukon XL AT4,5.3L V8 engine,"532,7 cc",355hp,210km/h,7.3 sec,"$73,305 ",Petrol,8,519 Nm
Gmc,Sierra 1500 Elevation,2.7L Turbo engine,"2,713cc",310hp,180km/h,7.0 sec,52.000€,Petrol,5,569 Nm
Gmc,Sierra 1500 SLT,5.3L V8 engine,"5,327cc",355hp,180km/h,6.8 sec,"$56,000 ",Petrol,5,519 Nm
Gmc,Sierra 2500HD AT4,6.6L V8 engine,,401hp,170km/h,7.5 sec,70.000€,Petrol,5,629 Nm
Gmc,Sierra 3500HD AT4,6.6L V8 engine,"6,600cc",401hp,170km/h,7.7 sec,"$72,000 ",Petrol,5,629 Nm
Gmc,Canyon Elevation,2.5L I4 engine,"2,488cc",200hp,175km/h,8.5 sec,"$36,300 ",Petrol,5,259 Nm
Gmc,Canyon Denali Black Edition,3.6L V6 engine,"3,564cc",308-hp,180km/h,6.9 sec,"$44,000 ",Petrol,5,373 Nm
Gmc,Sierra 1500 Denali Ultimate,6.2L V8 engine,"6,162cc",420hp,200km/h,5.8 sec,80.000€,Petrol,5,624 Nm
Gmc,Yukon XL Denali Reserve,6.2L V8 engine,"6,162cc",420hp,210 Km/h,6.0 sec,"$82,000 ",PETROL,7,624 Nm
Gmc,Terrain Elevation Edition,1.5L Turbocharged I4 engine,"1,490cc",170hp,200km/h,9.3 sec,"$28,700 ",Petrol,5,275 Nm
Gmc,Acadia Black Edition,3.6L V6 engine,3564 cm3,310hp,210km/h,6.5 sec,"$45,000 ",Petrol,7,366 Nm
Gmc,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",200kWh,Upto830hp,170km/h,3.5 sec,96.550€,Electric,5,"15,590 Nm"
Gmc,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200kWh,"Upto1,000hp",170km/h,3.0 sec,"$96,550 ",Electric,,"15,590 Nm"
Gmc,Sierra Denali CarbonPro,6.2L V8 engine,6162 cm3,420 hp,200km/h,5.8 sec,"$65,000 ",Petrol,5,624 Nm
Gmc,Yukon Denali Performance,6.2L V8 engine,"6,162cc",420hp,210km/h,6.0 sec,"$76,805 ",Petrol,,624 Nm
Gmc,Sierra 2500HD Denali Black Edition,6.6L V8 engine,"6,600cc",401hp,170km/h,7.5 sec,"$75,000 ",Petrol,5,629 Nm
Gmc,Canyon AT4X,3.6L V6 engine,3564 cc,308hp,180km/h,6.9 sec,50.000€,Petrol,5,373 Nm
Gmc,Yukon XL SLT,5.3L V8 engine,"5,327cc",355hp,210km/h,7.3 sec,"$65,000 ",Petrol,8,519 Nm
Gmc,Sierra 1500 Pro,4.3L V6 engine,"4,300cc",285hp,180km/h,7.5 sec,"$37,700 ",Petrol,3,413 Nm
Gmc,Sierra 2500HD Pro,6.6L V8 engine,"6,600cc",401-hp,170km/h,7.7 sec,"$60,000 ",Petrol,3,629 Nm
Gmc,Sierra 3500HD Pro,6.6L V8 engine,"6,600cc",401hp,170km/h,7.8 sec,"$62,000 ",Petrol,3,629Nm
Gmc,Terrain SLT,1.5L Turbocharged I4 engine,"1,490cc",170hp,200km/h,9.4 sec,"$31,000 ",Petrol,5,275 Nm
Gmc,Acadia SLE,3.6L V6 engine,"3,564cc",310hp,210km/h,6.6 sec,"$40,000 ",Petrol,7,366 Nm
Gmc,Canyon SLT,2.5L I4 engine,"2,488cc",200hp,175km/h,8.6 sec,"$38,000 ",PETROL,5,
Gmc,Yukon XL Elevation,5.3L V8 engine,"5,327cc",355hp,210km/h,7.4 sec,"$75,000 ",Petrol,8,519 Nm
Gmc,Sierra 1500 AT4X,6.2L V8 engine,"6,162cc",420hp,200km/h,5.9 sec,"$82,000 ",Petrol,5,624 Nm
Gmc,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200kWh,830 hp,170km/h,3.6 sec,"$110,000 ",Electric,5,"15,590 Nm"
Gmc,Sierra EV Denali,Electric motors with advanced AWD,200 cm3,Upto754hp,170km/h,4.5 sec,"$108,700 ",Electric,5,"1,064 Nm"
Gmc,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200kWh,"Upto1,000hp",170km/h,3.0 sec,,Electric,5,"15,590 Nm"
Gmc,Canyon AT4X Edition 1,3.6L V6 engine,"3,564cc",308hp,180km/h,6.8 sec,"$55,000 ",Petrol,5,373 Nm
Gmc,Yukon Denali Ultimate Black,6.2L V8 engine,"6,162cc",420hp,210 Km/h,6.0 sec,"$90,000 ",Petrol,8,624 Nm
Gmc,Sierra HD Denali Reserve,6.6L V8 engine,"6,600cc",401hp,,7.5 sec,"$85,000 ",Petrol,5,629 Nm
Gmc,Acadia Denali Ultimate,3.6L V6 engine,"3,564cc",310hp,210km/h,6.5 sec,"$60,000 ",Petrol,7,366 Nm
Gmc,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,"1,490cc",,200km/h,9.3 sec,"$35,000 ",Petrol,5,275
Gmc,Yukon Trailering Edition,5.3L V8 engine,"5,327cc",355hp,210km/h,7.5 sec,??,Petrol,8,519 Nm
